Date,VOO,SPY,QQQ
2021-12-13,1.308237677245104,1.3068063274084338,1.3162018598015326
2021-12-14,1.2993335045231407,1.2978153627659812,1.3025790461856708
2021-12-15,1.319642787004285,1.3180941502085934,1.3322745220883863
2021-12-16,1.3077196668864761,1.3064702613648107,1.2980154955107468
2021-12-17,1.2941494534393654,1.292565788748,1.2915395527852662
2021-12-20,1.2801526142006088,1.2788212571672852,1.2790111848314165
2021-12-21,1.3028715478394257,1.3015319801604412,1.307635737987903
2021-12-22,1.3160321097341139,1.3145456110425688,1.3235608569860282
2021-12-23,1.3241427367723795,1.3227248455425284,1.333539508889825
2021-12-27,1.3430266765959382,1.3414440948666442,1.3555792208223176
2021-12-28,1.3420168080495785,1.3403481054717565,1.349296502047912
2021-12-29,1.3436391308321065,1.342062521484449,1.349094877055486
2021-12-30,1.3398434146169118,1.3383523234306123,1.3450630072850687
2021-12-31,1.336170959010962,1.3349794572058735,1.3366640661943257
2022-01-03,1.344373266678522,1.3427090666224495,1.3495315211797083
2022-01-04,1.343822492090695,1.3422592607125694,1.3320274264596472
2022-01-05,1.3180826373072854,1.316484884803577,1.2911062690775839
2022-01-06,1.3163076450591835,1.315248302807712,1.2901987465856333
2022-01-07,1.311747199891996,1.3100481848365055,1.2762225641679417
2022-01-10,1.3100333938550486,1.308418305210896,1.277062353263999
2022-01-11,1.3215106441309294,1.320335585045143,1.2962465512412593
2022-01-12,1.3254588324368235,1.3239052809112506,1.301386938417952
2022-01-13,1.3071868534122462,1.3056637751907139,1.2688309079351934
2022-01-14,1.3075847611596243,1.3061975750081876,1.2767265216359898
2022-01-18,1.2846606563385654,1.2830654358650917,1.2449435969835645
2022-01-19,1.271163570282528,1.2697425916740617,1.2312693269894275
2022-01-20,1.2571765997875057,1.255689027610941,1.215277419712561
2022-01-21,1.232477206656033,1.2310391212700247,1.1815792676581232
2022-01-24,1.2376192168914995,1.2362668152819372,1.1869883831450334
2022-01-25,1.222591686057103,1.2211734084510715,1.1594721373687882
2022-01-26,1.2198372209933441,1.218109665121987,1.157658247528073
2022-01-27,1.2136548477933784,1.2120947429578481,1.1459999124191447
2022-01-28,1.2434035836566497,1.2421975627119857,1.181948808464554
2022-01-31,1.2661441298442455,1.2645709538760435,1.2197457235811673
2022-02-01,1.2744079197852718,1.2731156387252964,1.2280441672147477
2022-02-02,1.2865584157587255,1.2854825436429274,1.2380225040794939
2022-02-03,1.2566562209303815,1.2552674306345042,1.1878283822671245
2022-02-04,1.2625631574927152,1.2611699691311091,1.202812689646946
2022-02-07,1.2584007187603434,1.2571224392481744,1.1931368952838557
2022-02-08,1.268592565164795,1.2674661669104512,1.2065419119026906
2022-02-09,1.287201167038159,1.2860167051133937,1.2321095361375527
2022-02-10,1.2645833880226214,1.2629127749037417,1.20422364454186
2022-02-11,1.2393638134088987,1.2380097114678177,1.1660240045054793
2022-02-14,1.2353237470988359,1.2339620911716347,1.1674683535397639
2022-02-15,1.2551566653199118,1.253861866277721,1.196496471720153
2022-02-16,1.2566562209303815,1.255267430634504,1.1961942442575477
2022-02-17,1.2299370907061893,1.2284531215445187,1.1606146789925353
2022-02-18,1.2220714058874158,1.2204988352061232,1.1473775781877051
2022-02-22,1.208696396191375,1.2074009391766571,1.1358534497143602
2022-02-23,1.1869356188817486,1.1859830352197576,1.106758438242213
2022-02-24,1.2051767087384369,1.2038311528973016,1.143949953316464
2022-02-25,1.2314979312152508,1.230392666545272,1.1616894872203891
2022-02-28,1.2284067446152678,1.2272442964158563,1.1651500861789332
2022-03-01,1.209981701375367,1.2085534368516806,1.1473100548178459
